antiqua,http://www.rakuten.co.jp/antiqua-a/,4.46,http://review.rakuten.co.jp/shop/4/241061_241061/1.1/,-,16760,s19tz100371,レディースファッション > トップス,2008/10/14,○,-,○,○,http://www.rakuten.co.jp/antiqua-a/info.html,株式会社ａｎｔｉｑｕａ,〒594-0061 大阪府和泉市弥生町2-2-40,antiqua-a@shop.rakuten.co.jp,TEL:0725-26-1981  FAX:0725-26-1980,原　京子,田中　美恵(本社),原　京子,2016/04/13,2017/05/10
エンジェルルナ【Angel Luna】,http://www.rakuten.co.jp/angelluna/,4.49,http://review.rakuten.co.jp/shop/4/252297_252297/1.1/,-,16721,s19tz100371,レディースファッション > 水着,2009/12/01,○,-,○,○,http://www.rakuten.co.jp/angelluna/info.html,エンジェルアイ株式会社,〒813-0034 福岡県福岡市東区多の津一丁目10-1,angelluna@shop.rakuten.co.jp,TEL:092-626-5854 (9:00-12:30 13:30-17:00),黄　聖子,熊添　聡嗣,熊添　聡嗣,2016/04/13,2017/05/10
OVoVO（オーヴォ）,http://www.rakuten.co.jp/ovovo/,4.49,http://review.rakuten.co.jp/shop/4/267864_267864/1.1/,-,16389,s19tz100371,レディースファッション > トップス,2011/03/25,○,○,○,○,http://www.rakuten.co.jp/ovovo/info.html,株式会社Ｌ’ａｕｂｅ,〒283-0044 千葉県東金市小沼田１２６６－１２,ovovo_4@shop.rakuten.co.jp ovovo_6@shop.rakuten.co.jp,TEL:0475-67-1073  FAX:0000-00-0000,松岡　暁子,松岡　暁子,松岡　暁子,2016/04/13,2017/05/10
Rakuten BRAND AVENUE,http://www.rakuten.co.jp/stylife/,4.36,http://review.rakuten.co.jp/shop/4/279405_279405/1.1/,-,16164,s19tz100371,レディースファッション > トップス,2012/08/31,○,-,○,○,http://www.rakuten.co.jp/stylife/info.html,楽天株式会社,〒158-0094 東京都世田谷区玉川一丁目14番1号 楽天クリムゾンハウス,stylife@shop.rakuten.co.jp,TEL:050-5577-7001  FAX:050-3153-0423,代表取締役　三木谷 浩史,牛嶋 信滋,牛嶋 信滋,2016/04/13,2017/05/10
アジアンセレクト　POKHARA,http://www.rakuten.co.jp/pokhara/,4.26,http://review.rakuten.co.jp/shop/4/207622_207622/1.1/,-,16094,s19tz100371,レディースファッション > トップス,2004/08/24,○,○,○,○,http://www.rakuten.co.jp/pokhara/info.html,有限会社フラワーアートポカラ,〒640-8150 和歌山県和歌山市十三番丁２９,pokhara@shop.rakuten.co.jp pokhara_3@shop.rakuten.co.jp,TEL:073-436-9408  FAX:073-436-9408,奥　康子,奥　康子,奥　康子,2016/04/13,2017/05/10
セレブワンピース＆ドレスPourVous,http://www.rakuten.co.jp/auc-pourvous/,4.54,http://review.rakuten.co.jp/shop/4/252883_252883/1.1/,-,15333,s19tz100371,レディースファッション > ワンピース,2010/01/28,○,○,○,○,http://www.rakuten.co.jp/auc-pourvous/info.html,株式会社ＰｏｕｒＶｏｕｓ,〒542-0061 大阪府大阪市中央区安堂寺町2-1-10-1070,auc-pourvous_8@shop.rakuten.co.jp auc-pourvous_9@shop.rakuten.co.jp,TEL:06-6762-7188  FAX:06-6762-7189,岡田　裕,安川　知宏(ネット事業部),岡田　裕,2016/04/13,2017/05/10
REAL STYLE（リアルスタイル）,http://www.rakuten.co.jp/outletruckruck/,4.49,http://review.rakuten.co.jp/shop/4/261438_261438/1.1/,-,15333,s19tz100371,レディースファッション > トップス,2010/07/16,○,○,○,○,http://www.rakuten.co.jp/outletruckruck/info.html,Ｊ?Ｏ?Ｋ株式会社,〒983-0034 宮城県仙台市宮城野区扇町7-5-11,outletruckruck@shop.rakuten.co.jp,TEL:022-387-1523  FAX:022-387-1537,金ヶ崎　一人,梶山 亜古(通信販売部),梶山 亜古,2016/04/13,2017/05/10
rioty（リオティ）,http://www.rakuten.co.jp/rioty/,4.29,http://review.rakuten.co.jp/shop/4/258596_258596/1.1/,-,14940,s19tz100371,レディースファッション > ワンピース,2010/05/13,○,-,○,○,http://www.rakuten.co.jp/rioty/info.html,ＵＦＫインターナショナル株式会社,〒332-0034 埼玉県戸田市上戸田1丁目2番17号102号室,ink-gekiyasuichibankan@shop.rakuten.co.jp,TEL:048-291-8997  FAX:048-446-7987,曹　悦,天野　和弘(営業部),天野　和弘,2016/04/13,2017/05/10
cawaii,http://www.rakuten.co.jp/onepi-c/,4.43,http://review.rakuten.co.jp/shop/4/229459_229459/1.1/,-,14857,s19tz100371,レディースファッション > トップス,2007/06/05,○,○,-,○,http://www.rakuten.co.jp/onepi-c/info.html,株式会社ワンピース,〒675-0123 兵庫県加古川市別府町朝日町48番地 (店舗はなく倉庫のみとなります),onepi-c@shop.rakuten.co.jp,TEL:079-451-5799  FAX:079-451-5798,久本　和明,久本　和明(EC部門),久本　和明,2016/04/13,2017/05/10
BIGJOHNJEANS,http://www.rakuten.co.jp/bigjohn/,（未評価）,http://review.rakuten.co.jp/shop/4/190688_190688/1.1/,-,14746,s19tz100371,レディースファッション > ボトムス,1999/11/15,○,-,○,○,http://www.rakuten.co.jp/bigjohn/info.html,株式会社ビッグジョン,〒711-0903 岡山県倉敷市児島田の口4丁目11-31,bigjohn@shop.rakuten.co.jp,TEL:0120-003-465  FAX:086-477-3805,市原修,森田　太郎(直販),森田　太郎,2016/04/13,2017/05/10
カラコン＆キレイグッズ ASA,http://www.rakuten.co.jp/dress-asa/,4.39,http://review.rakuten.co.jp/shop/4/242453_242453/1.1/,-,14734,s19tz100371,レディースファッション > トップス,2008/12/09,○,○,○,○,http://www.rakuten.co.jp/dress-asa/info.html,株式会社エー?エス?エー,〒531-0041 大阪府大阪市北区天神橋7-12-6グレーシィ天神橋2号館6F,dress-asa_2@shop.rakuten.co.jp,TEL:06-4801-9201  FAX:06-4801-9202,阿佐　昌良,平田 貴仁,平田 貴仁,2016/04/13,2017/05/10
IBIZASTORE イビザストア,http://www.rakuten.co.jp/auc-ibizastore/,4.65,http://review.rakuten.co.jp/shop/4/234492_234492/1.1/,-,14551,s19tz100371,レディースファッション > ボトムス,2007/12/26,○,-,○,○,http://www.rakuten.co.jp/auc-ibizastore/info.html,株式会社ＧＯＡ,〒444-1305 愛知県高浜市神明町３－３－５,auc-ibizastore@shop.rakuten.co.jp,TEL:0566-87-5854  FAX:0566-87-5854,榊原　茂,辻井　健浩(通信部),辻井　健浩,2016/04/13,2017/05/10
CASUALOUTLET SHOT,http://www.rakuten.co.jp/shot/,4.54,http://review.rakuten.co.jp/shop/4/251457_251457/1.1/,-,14522,s19tz100371,レディースファッション > トップス,2009/11/20,○,-,○,○,http://www.rakuten.co.jp/shot/info.html,株式会社ショット,〒711-0907 岡山県倉敷市児島上の町2-1-70,shot@shop.rakuten.co.jp,TEL:086-470-5808  FAX:086-470-5805,藤原　敬三,小河原　奈葵(インターネット販売課),川口　明生,2016/04/13,2017/05/10
エスニック＆アジアン雑貨アジャラ,http://www.rakuten.co.jp/ajara/,4.65,http://review.rakuten.co.jp/shop/4/200247_200247/1.1/,-,14180,s19tz100371,レディースファッション > トップス,2002/12/26,○,-,○,○,http://www.rakuten.co.jp/ajara/info.html,株式会社トライズ,〒430-0834 静岡県浜松市南区松島町395,ajara@shop.rakuten.co.jp,TEL:053-427-2313  FAX:053-427-1002,鈴木　武治,西田香織(雑貨事業部),金原隆浩,2016/04/13,2017/05/10
RyuRyu（リュリュ）,http://www.rakuten.co.jp/ryuryu-shop/,4.23,http://review.rakuten.co.jp/shop/4/251048_251048/1.1/,-,14167,s19tz100371,レディースファッション > トップス,2009/09/15,○,-,○,○,http://www.rakuten.co.jp/ryuryu-shop/info.html,株式会社ベルーナ,〒362-8688 埼玉県上尾市宮本町４－２,ryuryu-shop@shop.rakuten.co.jp,TEL:0120-85-7895  FAX:048-777-6601,安野　清,芹澤　貴久(ＥＣ事業本部),芹澤　貴久,2016/04/13,2017/05/10
ジーンズステーション,http://www.rakuten.co.jp/jeans/,4.67,http://review.rakuten.co.jp/shop/4/198975_198975/1.1/,-,14125,s19tz100371,レディースファッション > トップス,2002/05/27,○,○,○,○,http://www.rakuten.co.jp/jeans/info.html,有限会社ジェイエス,〒671-0251 兵庫県姫路市花田町上原田12-3,jeans@shop.rakuten.co.jp jeans_3@shop.rakuten.co.jp,TEL:079-253-5114  FAX:079-251-0122,東田 和久,富永　誠,富永　誠,2016/04/13,2017/05/10
ソーシャルガール（Social GIRL）,http://www.rakuten.co.jp/f-odekake/,4.46,http://review.rakuten.co.jp/shop/4/241023_241023/1.1/,-,14074,s19tz100371,レディースファッション > トップス,2008/11/28,○,-,○,○,http://www.rakuten.co.jp/f-odekake/info.html,株式会社サロンドエル,〒813-0034 福岡県福岡市東区多の津１－14－1FRCビル6F,f-odekake_5@shop.rakuten.co.jp,TEL:092-622-4898  FAX:092-623-8315,小島　剛,小島　剛(本部),小島　剛,2016/04/13,2017/05/10
coca「コカ」,http://www.rakuten.co.jp/cocacoca/,4.46,http://review.rakuten.co.jp/shop/4/253718_253718/1.1/,-,14031,s19tz100371,レディースファッション > トップス,2009/12/25,○,-,○,○,http://www.rakuten.co.jp/cocacoca/info.html,株式会社ａｄａｐｔ　ｒｅｔａｉｌｉｎｇ,〒108-0073 東京都港区三田3-7-16第二御田八幡ビル,cocacoca@shop.rakuten.co.jp cocacoca_7@shop.rakuten.co.jp,TEL:03-5765-5473  FAX:03-5765-5472,佐藤卓生,深町 まなみ,深町 まなみ,2016/04/13,2017/05/10
ecoloco（エコロコ）,http://www.rakuten.co.jp/auc-ecoloco/,4.63,http://review.rakuten.co.jp/shop/4/270150_270150/1.1/,-,13789,s19tz100371,レディースファッション > ワンピース,2011/07/05,○,-,○,○,http://www.rakuten.co.jp/auc-ecoloco/info.html,株式会社ワイズフリー,〒541-0056 大阪府大阪市中央区久太郎町3丁目5番5号　丸忠第一ビル5F,auc-ecoloco@shop.rakuten.co.jp,TEL:06-6281-0800  FAX:06-6281-8400,関　よし子,関　よし子,笠原　千春,2016/04/13,2017/05/10
BUZZ-ex,http://www.rakuten.co.jp/shopbuzz/,4.35,http://review.rakuten.co.jp/shop/4/222616_222616/1.1/,-,13407,s19tz100371,レディースファッション > トップス,2006/09/07,○,-,○,○,http://www.rakuten.co.jp/shopbuzz/info.html,有限会社ショップバズ,〒277-0005 千葉県柏市柏３－８－７,shopbuzz@shop.rakuten.co.jp,TEL:04-7165-0444  FAX:04-7165-0445,宇田川　健夫,井澤島　達也(本店ＢＵＺＺ),井澤島　達也,2016/04/13,2017/05/10
ティアクラッセ　楽天市場店,http://www.rakuten.co.jp/tiaclasse/,4.74,http://review.rakuten.co.jp/shop/4/197131_197131/1.1/,-,13399,s19tz100371,レディースファッション > ワンピース,2001/08/13,○,-,○,○,http://www.rakuten.co.jp/tiaclasse/info.html,ティアクラッセ株式会社,〒560-0082 大阪府豊中市新千里東町１丁目５－３　千里朝日阪急ビル,tiaclasse@shop.rakuten.co.jp,TEL:06-6873-5566  FAX:06-6873-5567,佐藤　静枝,佐藤　静枝,福嶋　有希子,2016/04/13,2017/05/10
きものセレクトショップkirakukai,http://www.rakuten.co.jp/kirakukai/,4.59,http://review.rakuten.co.jp/shop/4/217586_217586/1.1/,-,13194,s19tz100371,レディースファッション > 女性和服,2006/02/01,○,-,○,○,http://www.rakuten.co.jp/kirakukai/info.html,有限会社あかつき,〒130-0026 東京都墨田区両国4-34-14すみれハイツ1階,kirakukai@shop.rakuten.co.jp,TEL:075-812-2424  FAX:075-812-2423,塩見　泰久,鈴木 康子(インターネット事業部),鈴木　香織,2016/04/13,2017/05/10
SESSYUU　セッシュウ,http://www.rakuten.co.jp/sessyuu13/,4.42,http://review.rakuten.co.jp/shop/4/250144_250144/1.1/,-,13127,s19tz100371,レディースファッション > トップス,2009/11/20,○,-,○,○,http://www.rakuten.co.jp/sessyuu13/info.html,Ｙ＆ＳＵ,〒445-0073 愛知県西尾市寄住町東浦26 本多ビル１Ｆ,sessyuu13@shop.rakuten.co.jp,TEL:0563-79-5500  FAX:0563-79-5500,杉浦　奈美,杉浦　奈美(ネット販売課),杉浦　奈美,2016/04/13,2017/05/10
お洒落Mama,http://www.rakuten.co.jp/o-mom/,4.67,http://review.rakuten.co.jp/shop/4/248363_248363/1.1/,-,12159,s19tz100371,レディースファッション > トップス,2009/08/26,○,-,○,○,http://www.rakuten.co.jp/o-mom/info.html,株式会社ファンビコーポレーション,〒541-0058 大阪府大阪市中央区南久宝寺町1-9-13,o-mom@shop.rakuten.co.jp,TEL:06-6264-5882  FAX:06-6266-7973,中山誠一郎,米澤　隆(お洒落Mama事業部),米澤　隆,2016/04/13,2017/05/10
Crouka（クローカ）,http://www.rakuten.co.jp/crouka/,4.67,http://review.rakuten.co.jp/shop/4/205051_205051/1.1/,-,12040,s19tz100371,レディースファッション > トップス,2003/12/18,○,○,○,○,http://www.rakuten.co.jp/crouka/info.html,有限会社アキヤマ,〒620-0061 京都府福知山市荒河東町90,crouka_5@shop.rakuten.co.jp,TEL:0773-45-3382  FAX:0773-45-3381,秋山　保憲,秋山 保憲(WEB),秋山 保憲,2016/04/13,2017/05/10
Sunflower （サンフラワー）,http://www.rakuten.co.jp/sunflower8/,4.46,http://review.rakuten.co.jp/shop/4/265761_265761/1.1/,-,11878,s19tz100371,レディースファッション > ワンピース,2010/12/24,○,○,○,○,http://www.rakuten.co.jp/sunflower8/info.html,サンフラワーエイト株式会社,〒601-8346 京都府京都市南区吉祥院池田南町16番地,sunflower8_13@shop.rakuten.co.jp,TEL:075-585-8811  FAX:075-585-8810,古沢勝,古沢勝,古沢姫香,2016/04/13,2017/05/10
素敵体験,http://www.rakuten.co.jp/sutekitaiken/,4.65,http://review.rakuten.co.jp/shop/4/229345_229345/1.1/,-,11868,s19tz100371,レディースファッション > スーツ,2007/06/27,○,-,○,○,http://www.rakuten.co.jp/sutekitaiken/info.html,株式会社オフィス?ジーアンドビー,〒272-0138 千葉県市川市南行徳4-12-18トレンディビル２F,sutekitaiken@shop.rakuten.co.jp,TEL:047-314-8582  FAX:047-314-8621,庭本　清敏,庭本　敏央(アパレル事業部),庭本　敏央,2016/04/13,2017/05/10
4CUPS＋DESSERTS,http://www.rakuten.co.jp/4cups/,4.69,http://review.rakuten.co.jp/shop/4/200050_200050/1.1/,-,11716,s19tz100371,レディースファッション > トップス,2002/09/10,○,-,○,○,http://www.rakuten.co.jp/4cups/info.html,株式会社フォーカップス,〒248-0005 神奈川県鎌倉市雪ノ下636-10,4cups@shop.rakuten.co.jp,TEL:0467-24-9138  FAX:0467-23-1443,福永　祐子,福永　祐子,福永　祐子,2016/04/13,2017/05/10
mocomoshop,http://www.rakuten.co.jp/mocomoshop/,4.26,http://review.rakuten.co.jp/shop/4/276057_276057/1.1/,-,11591,s19tz100371,レディースファッション > 水着,2012/01/25,○,-,○,○,http://www.rakuten.co.jp/mocomoshop/info.html,株式会社ｍｏｍｏｎｃｈｉ,〒606-8262 京都府京都市左京区北白川蔦町23-2,mocomoshop_13@shop.rakuten.co.jp,TEL:050-3516-6386  FAX:075-705-0088,北門　和紀,齋藤　夏樹,齋藤　夏樹,2016/04/13,2017/05/10
ワンピースレンダー,http://www.rakuten.co.jp/one-p-slender/,4.33,http://review.rakuten.co.jp/shop/4/266364_266364/1.1/,-,11576,s19tz100371,レディースファッション > ワンピース,2010/12/24,○,○,-,○,http://www.rakuten.co.jp/one-p-slender/info.html,株式会社エム?ポロニア,〒331-0805 埼玉県さいたま市北区盆栽町74番地　ハイツぼんさい1Ｆ,one-p-slender@shop.rakuten.co.jp,TEL:048-856-9015  FAX:048-856-9015,桐谷　美江,桐谷　美江,桐谷　美江,2016/04/13,2017/05/10
きもの館　創美苑,http://www.rakuten.co.jp/so-bien/,4.69,http://review.rakuten.co.jp/shop/4/229894_229894/1.1/,-,11429,s19tz100371,レディースファッション > 女性和服,2007/08/23,○,○,○,○,http://www.rakuten.co.jp/so-bien/info.html,有限会社創美苑,〒374-0033  群馬県館林市堀工町908,so-bien@shop.rakuten.co.jp,TEL:0120-01-5298  FAX:0276-55-1327,吉永 訓明,吉永 訓明,吉永 訓明,2016/04/13,2017/05/10
Casual outlet パスポート,http://www.rakuten.co.jp/passport/,4.51,http://review.rakuten.co.jp/shop/4/193597_193597/1.1/,-,11218,s19tz100371,レディースファッション > トップス,2000/08/03,○,-,○,○,http://www.rakuten.co.jp/passport/info.html,株式会社パスポート,〒791-0211 愛媛県東温市見奈良1125 クールス?モール2F,passport_3@shop.rakuten.co.jp,TEL:089-909-3800  FAX:089-993-7281,山本洋三,株式会社フロンティア?コンサルティング　荻山　浩平,株式会社フロンティア?コンサルティング　荻山　浩平,2016/04/13,2017/05/10
Happy急便,http://www.rakuten.co.jp/happyexp/,4.59,http://review.rakuten.co.jp/shop/4/230589_230589/1.1/,-,11073,s19tz100371,レディースファッション > トップス,2007/09/05,○,-,○,○,http://www.rakuten.co.jp/happyexp/info.html,有限会社ベリータジェーピー,〒537-0001 大阪府大阪市東成区深江北1-6-12,happyexp_5@shop.rakuten.co.jp,TEL:06-6977-5559  FAX:06-6977-9030,山邊　雅美,山邊　由美子,山邊　由美子,2016/04/13,2017/05/10
京都きものcafe,http://www.rakuten.co.jp/kyoto-kimono-cafe/,4.37,http://review.rakuten.co.jp/shop/4/244754_244754/1.1/,-,11054,s19tz100371,レディースファッション > 女性和服,2009/03/25,○,○,○,○,http://www.rakuten.co.jp/kyoto-kimono-cafe/info.html,株式会社西織,〒629-2311 京都府与謝郡与謝野町幾地346-1,kyoto-kimono-cafe@shop.rakuten.co.jp,TEL:0772-43-0608  FAX:0772-44-2040,西原　要二,西原　太一　(　インターネット販売事業部　),西原　太一,2016/04/13,2017/05/10
DHOLIC【ディーホリック】,http://www.rakuten.co.jp/d-holic/,4.52,http://review.rakuten.co.jp/shop/4/237319_237319/1.1/,-,11001,s19tz100371,レディースファッション > トップス,2008/06/16,○,-,○,○,http://www.rakuten.co.jp/d-holic/info.html,株式会社ＺＩＰＩＡ,〒150-0036 東京都渋谷区南平台町16-28　グラスシティ渋谷8Ｆ,d-holic_3@shop.rakuten.co.jp,TEL:0800-111-8155  FAX:03-5457-1607,李　恵禎,李 炯術(マーケティング企画２部),李 炯術,2016/04/13,2017/05/10
dazzystore（デイジーストア）,http://www.rakuten.co.jp/louise-bq/,4.41,http://review.rakuten.co.jp/shop/4/233410_233410/1.1/,-,10916,s19tz100371,レディースファッション > トップス,2008/01/31,○,-,○,○,http://www.rakuten.co.jp/louise-bq/info.html,株式会社dazzy,〒108-0072 東京都港区白金1-27-6 白金高輪ステーションビル9F,louise-bq_5@shop.rakuten.co.jp louise-bq@shop.rakuten.co.jp louise-bq_11@shop.rakuten.co.jp louise-bq_10@shop.rakuten.co.jp louise-bq_15@shop.rakuten.co.jp louise-bq_19@shop.rakuten.co.jp louise-bq_20@shop.rakuten.co.jp,TEL:03-5422-8818  FAX:03-5422-9915,下井大学,山崎悠也(通販部),山崎悠也,2016/04/13,2017/05/10
京都キモノカフェ着物小物専門店,http://www.rakuten.co.jp/kimonocafe/,4.61,http://review.rakuten.co.jp/shop/4/217997_217997/1.1/,-,10825,s19tz100371,レディースファッション > 女性和服,2006/05/02,○,-,○,○,http://www.rakuten.co.jp/kimonocafe/info.html,株式会社来花,〒600-8066 京都府京都市下京区 万寿寺通五条上る柏屋町327,kimonocafe@shop.rakuten.co.jp,TEL:075-361-7150  FAX:075-341-9546,安藤一郎,加藤小真子(キモノカフェ事業部),安藤 嘉章,2016/04/13,2017/05/10
clover（クローバー）,http://www.rakuten.co.jp/crucian/,4.54,http://review.rakuten.co.jp/shop/4/221318_221318/1.1/,-,10737,s19tz100371,レディースファッション > トップス,2006/07/05,○,-,○,○,http://www.rakuten.co.jp/crucian/info.html,ウェブキャスト有限会社,〒891-0113 鹿児島県鹿児島市東谷山3-32-25-2F,crucian@shop.rakuten.co.jp,TEL:099-802-4183  FAX:099-802-4184,白坂　順也,白坂　順也(EC事業部),白坂　順也,2016/04/13,2017/05/10
ahaaha（アハアハ）,http://www.rakuten.co.jp/ahaaha/,4.52,http://review.rakuten.co.jp/shop/4/249036_249036/1.1/,-,10612,s19tz100371,レディースファッション > トップス,2009/07/28,○,-,○,○,http://www.rakuten.co.jp/ahaaha/info.html,株式会社まつや,〒818-0135 福岡県太宰府市向佐野1-10-22 aha aha,ahaaha@shop.rakuten.co.jp,TEL:0120-998-214  FAX:092-285-6251,松本　晋司,田中　憲征(営業本部),田中　憲征,2016/04/13,2017/05/10
felliniフェリーニ,http://www.rakuten.co.jp/ec-fellini/,4.41,http://review.rakuten.co.jp/shop/4/266242_266242/1.1/,-,10509,s19tz100371,レディースファッション > トップス,2010/12/14,○,-,○,○,http://www.rakuten.co.jp/ec-fellini/info.html,株式会社フェリーニ,〒541-0054 大阪府大阪市中央区南本町２－５－１４,ec-fellini@shop.rakuten.co.jp,TEL:06-6252-3212  FAX:06-6252-3212,田中　亮,高江　慎二郎(ＥＣ事業部),高江　慎二郎,2016/04/13,2017/05/10
RosyCats,http://www.rakuten.co.jp/rosy-cats/,4.59,http://review.rakuten.co.jp/shop/4/259677_259677/1.1/,-,10484,s19tz100371,レディースファッション > トップス,2010/06/25,○,○,○,○,http://www.rakuten.co.jp/rosy-cats/info.html,株式会社どんぐりソフト,〒277-0005 千葉県柏市柏691-26,rosy-cats_2@shop.rakuten.co.jp,TEL:04-7167-1777  FAX:04-7167-1757,栗本　真吾,服部厚作,栗本真吾,2016/04/13,2017/05/10
テラコッタ,http://www.rakuten.co.jp/terracotta/,4.36,http://review.rakuten.co.jp/shop/4/294270_294270/1.1/,-,10404,s19tz100371,レディースファッション > トップス,2013/02/14,○,-,○,○,http://www.rakuten.co.jp/terracotta/info.html,株式会社ビジュー,〒9830043 宮城県仙台市宮城野区萩野町３－２０－２ ２F,terracotta@shop.rakuten.co.jp,TEL:0223535590  FAX:0223535591,菊池 博子,菊地 奈緒子,菊地 奈緒子,2016/04/13,2017/05/10
Sweet＆Sheep,http://www.rakuten.co.jp/sweet-sheep/,4.63,http://review.rakuten.co.jp/shop/4/227437_227437/1.1/,-,10315,s19tz100371,レディースファッション > トップス,2007/04/09,○,-,○,○,http://www.rakuten.co.jp/sweet-sheep/info.html,株式会社ピコ,〒446-0032 愛知県安城市御幸本町２番３号　丸善ビル３F,sweet-sheep@shop.rakuten.co.jp,TEL:0566-91-5270  FAX:0566-91-5240,水藤　公夫,嶺村裕子,嶺村裕子,2016/04/13,2017/05/10
サンキューマート WEB SHOP,http://www.rakuten.co.jp/thank-you-mart/,4.42,http://review.rakuten.co.jp/shop/4/255291_255291/1.1/,-,10246,s19tz100371,レディースファッション > トップス,2010/02/01,○,-,○,○,http://www.rakuten.co.jp/thank-you-mart/info.html,エルソニック株式会社,〒564-0051 大阪府吹田市豊津町18-13,thank-you-mart_3@shop.rakuten.co.jp,TEL:06-6386-9939  FAX:06-6386-8839,稲葉　京太郎,武長　宏和(通信販売事業部),佐野　孝幸,2016/04/13,2017/05/10
丸井（マルイ）楽天市場店,http://www.rakuten.co.jp/0101marui/,4.44,http://review.rakuten.co.jp/shop/4/265372_265372/1.1/,-,10163,s19tz100371,レディースファッション > トップス,2010/12/16,○,-,-,○,http://www.rakuten.co.jp/0101marui/info.html,株式会社丸井,〒164-8701 東京都中野区中野4-3-2,0101marui@shop.rakuten.co.jp,TEL:0120-38-0101  FAX:0120-38-0155,佐々木　一,中村　哲也(オムニチャネル事業本部),菊地　琢也,2016/04/13,2017/05/10
DONOBAN（ドノバン）,http://www.rakuten.co.jp/donoban/,4.40,http://review.rakuten.co.jp/shop/4/225952_225952/1.1/,-,10125,s19tz100371,レディースファッション > トップス,2007/01/31,○,-,○,○,http://www.rakuten.co.jp/donoban/info.html,株式会社ドノバン,〒660-0881 兵庫県尼崎市昭和通4-117　エスティ尼崎ビル201,donoban@shop.rakuten.co.jp,TEL:06-4950-5471  FAX:06-6411-0319,沢村　正雄,沢村　正雄(WEB事業部),沢村　正雄,2016/04/13,2017/05/10
